"n","Alternative","Parameter1","Parameter2","Parameter3","r","Weight","Power","MCSE"
50,"Localized",0.25,0.05,0.5,1,"Uniform",0,0
50,"Localized",0.25,0.05,0.5,1,"Central",0.048,0.00955991631762538
50,"Localized",0.25,0.05,0.5,1,"Tail",0.042,0.00897061870775924
50,"Localized",0.25,0.05,0.5,1,"Localized",0.048,0.00955991631762538
50,"Localized",0.25,0.05,1,1,"Uniform",0,0
50,"Localized",0.25,0.05,1,1,"Central",0.05,0.00974679434480896
50,"Localized",0.25,0.05,1,1,"Tail",0.058,0.0104533248299285
50,"Localized",0.25,0.05,1,1,"Localized",0.022,0.00655987804764692
50,"Localized",0.25,0.05,1.5,1,"Uniform",0,0
50,"Localized",0.25,0.05,1.5,1,"Central",0.048,0.00955991631762538
50,"Localized",0.25,0.05,1.5,1,"Tail",0.042,0.00897061870775924
50,"Localized",0.25,0.05,1.5,1,"Localized",0.018,0.005945754788082
50,"Localized",0.25,0.05,2,1,"Uniform",0,0
50,"Localized",0.25,0.05,2,1,"Central",0.07,0.0114105214604767
50,"Localized",0.25,0.05,2,1,"Tail",0.044,0.00917213170424411
50,"Localized",0.25,0.05,2,1,"Localized",0.026,0.00711674082709213
50,"Localized",0.25,0.1,0.5,1,"Uniform",0,0
50,"Localized",0.25,0.1,0.5,1,"Central",0.052,0.00992935043192655
50,"Localized",0.25,0.1,0.5,1,"Tail",0.034,0.00810481338464989
50,"Localized",0.25,0.1,0.5,1,"Localized",0.032,0.00787095928079926
50,"Localized",0.25,0.1,1,1,"Uniform",0,0
50,"Localized",0.25,0.1,1,1,"Central",0.058,0.0104533248299285
50,"Localized",0.25,0.1,1,1,"Tail",0.058,0.0104533248299285
50,"Localized",0.25,0.1,1,1,"Localized",0.022,0.00655987804764692
50,"Localized",0.25,0.1,1.5,1,"Uniform",0,0
50,"Localized",0.25,0.1,1.5,1,"Central",0.052,0.00992935043192655
50,"Localized",0.25,0.1,1.5,1,"Tail",0.044,0.00917213170424411
50,"Localized",0.25,0.1,1.5,1,"Localized",0.026,0.00711674082709213
50,"Localized",0.25,0.1,2,1,"Uniform",0,0
50,"Localized",0.25,0.1,2,1,"Central",0.044,0.00917213170424411
50,"Localized",0.25,0.1,2,1,"Tail",0.046,0.00936845771725528
50,"Localized",0.25,0.1,2,1,"Localized",0.02,0.00626099033699941
50,"Localized",0.25,0.2,0.5,1,"Uniform",0,0
50,"Localized",0.25,0.2,0.5,1,"Central",0.058,0.0104533248299285
50,"Localized",0.25,0.2,0.5,1,"Tail",0.05,0.00974679434480896
50,"Localized",0.25,0.2,0.5,1,"Localized",0.034,0.00810481338464989
50,"Localized",0.25,0.2,1,1,"Uniform",0,0
50,"Localized",0.25,0.2,1,1,"Central",0.046,0.00936845771725528
50,"Localized",0.25,0.2,1,1,"Tail",0.044,0.00917213170424411
50,"Localized",0.25,0.2,1,1,"Localized",0.052,0.00992935043192655
50,"Localized",0.25,0.2,1.5,1,"Uniform",0,0
50,"Localized",0.25,0.2,1.5,1,"Central",0.054,0.0101078187557949
50,"Localized",0.25,0.2,1.5,1,"Tail",0.068,0.0112584190719657
50,"Localized",0.25,0.2,1.5,1,"Localized",0.024,0.00684455988358638
50,"Localized",0.25,0.2,2,1,"Uniform",0,0
50,"Localized",0.25,0.2,2,1,"Central",0.056,0.0102824121683582
50,"Localized",0.25,0.2,2,1,"Tail",0.064,0.0109456840809517
50,"Localized",0.25,0.2,2,1,"Localized",0.03,0.00762889244910426
50,"Localized",0.5,0.05,0.5,1,"Uniform",0,0
50,"Localized",0.5,0.05,0.5,1,"Central",0.048,0.00955991631762538
50,"Localized",0.5,0.05,0.5,1,"Tail",0.046,0.00936845771725528
50,"Localized",0.5,0.05,0.5,1,"Localized",0.048,0.00955991631762538
50,"Localized",0.5,0.05,1,1,"Uniform",0,0
50,"Localized",0.5,0.05,1,1,"Central",0.024,0.00684455988358638
50,"Localized",0.5,0.05,1,1,"Tail",0.044,0.00917213170424411
50,"Localized",0.5,0.05,1,1,"Localized",0.048,0.00955991631762538
50,"Localized",0.5,0.05,1.5,1,"Uniform",0,0
50,"Localized",0.5,0.05,1.5,1,"Central",0.05,0.00974679434480896
50,"Localized",0.5,0.05,1.5,1,"Tail",0.056,0.0102824121683582
50,"Localized",0.5,0.05,1.5,1,"Localized",0.036,0.0083311463797007
50,"Localized",0.5,0.05,2,1,"Uniform",0,0
50,"Localized",0.5,0.05,2,1,"Central",0.038,0.00855055553750749
50,"Localized",0.5,0.05,2,1,"Tail",0.056,0.0102824121683582
50,"Localized",0.5,0.05,2,1,"Localized",0.032,0.00787095928079926
50,"Localized",0.5,0.1,0.5,1,"Uniform",0,0
50,"Localized",0.5,0.1,0.5,1,"Central",0.04,0.00876356092008266
50,"Localized",0.5,0.1,0.5,1,"Tail",0.05,0.00974679434480896
50,"Localized",0.5,0.1,0.5,1,"Localized",0.046,0.00936845771725528
50,"Localized",0.5,0.1,1,1,"Uniform",0,0
50,"Localized",0.5,0.1,1,1,"Central",0.028,0.00737780455149091
50,"Localized",0.5,0.1,1,1,"Tail",0.048,0.00955991631762538
50,"Localized",0.5,0.1,1,1,"Localized",0.032,0.00787095928079926
50,"Localized",0.5,0.1,1.5,1,"Uniform",0,0
50,"Localized",0.5,0.1,1.5,1,"Central",0.04,0.00876356092008266
50,"Localized",0.5,0.1,1.5,1,"Tail",0.084,0.0124051602166195
50,"Localized",0.5,0.1,1.5,1,"Localized",0.032,0.00787095928079926
50,"Localized",0.5,0.1,2,1,"Uniform",0,0
50,"Localized",0.5,0.1,2,1,"Central",0.028,0.00737780455149091
50,"Localized",0.5,0.1,2,1,"Tail",0.062,0.0107848041243223
50,"Localized",0.5,0.1,2,1,"Localized",0.026,0.00711674082709213
50,"Localized",0.5,0.2,0.5,1,"Uniform",0,0
50,"Localized",0.5,0.2,0.5,1,"Central",0.022,0.00655987804764692
50,"Localized",0.5,0.2,0.5,1,"Tail",0.054,0.0101078187557949
50,"Localized",0.5,0.2,0.5,1,"Localized",0.036,0.0083311463797007
50,"Localized",0.5,0.2,1,1,"Uniform",0,0
50,"Localized",0.5,0.2,1,1,"Central",0.034,0.00810481338464989
50,"Localized",0.5,0.2,1,1,"Tail",0.066,0.0111035129576184
50,"Localized",0.5,0.2,1,1,"Localized",0.024,0.00684455988358638
50,"Localized",0.5,0.2,1.5,1,"Uniform",0,0
50,"Localized",0.5,0.2,1.5,1,"Central",0.04,0.00876356092008266
50,"Localized",0.5,0.2,1.5,1,"Tail",0.062,0.0107848041243223
50,"Localized",0.5,0.2,1.5,1,"Localized",0.026,0.00711674082709213
50,"Localized",0.5,0.2,2,1,"Uniform",0,0
50,"Localized",0.5,0.2,2,1,"Central",0.05,0.00974679434480896
50,"Localized",0.5,0.2,2,1,"Tail",0.078,0.0119929979571415
50,"Localized",0.5,0.2,2,1,"Localized",0.03,0.00762889244910426
50,"Localized",0.75,0.05,0.5,1,"Uniform",0,0
50,"Localized",0.75,0.05,0.5,1,"Central",0.048,0.00955991631762538
50,"Localized",0.75,0.05,0.5,1,"Tail",0.042,0.00897061870775924
50,"Localized",0.75,0.05,0.5,1,"Localized",0.058,0.0104533248299285
50,"Localized",0.75,0.05,1,1,"Uniform",0,0
50,"Localized",0.75,0.05,1,1,"Central",0.05,0.00974679434480896
50,"Localized",0.75,0.05,1,1,"Tail",0.058,0.0104533248299285
50,"Localized",0.75,0.05,1,1,"Localized",0.02,0.00626099033699941
50,"Localized",0.75,0.05,1.5,1,"Uniform",0,0
50,"Localized",0.75,0.05,1.5,1,"Central",0.062,0.0107848041243223
50,"Localized",0.75,0.05,1.5,1,"Tail",0.054,0.0101078187557949
50,"Localized",0.75,0.05,1.5,1,"Localized",0.028,0.00737780455149091
50,"Localized",0.75,0.05,2,1,"Uniform",0,0
50,"Localized",0.75,0.05,2,1,"Central",0.054,0.0101078187557949
50,"Localized",0.75,0.05,2,1,"Tail",0.048,0.00955991631762538
50,"Localized",0.75,0.05,2,1,"Localized",0.026,0.00711674082709213
50,"Localized",0.75,0.1,0.5,1,"Uniform",0,0
50,"Localized",0.75,0.1,0.5,1,"Central",0.054,0.0101078187557949
50,"Localized",0.75,0.1,0.5,1,"Tail",0.042,0.00897061870775924
50,"Localized",0.75,0.1,0.5,1,"Localized",0.036,0.0083311463797007
50,"Localized",0.75,0.1,1,1,"Uniform",0,0
50,"Localized",0.75,0.1,1,1,"Central",0.038,0.00855055553750749
50,"Localized",0.75,0.1,1,1,"Tail",0.026,0.00711674082709213
50,"Localized",0.75,0.1,1,1,"Localized",0.044,0.00917213170424411
50,"Localized",0.75,0.1,1.5,1,"Uniform",0,0
50,"Localized",0.75,0.1,1.5,1,"Central",0.054,0.0101078187557949
50,"Localized",0.75,0.1,1.5,1,"Tail",0.042,0.00897061870775924
50,"Localized",0.75,0.1,1.5,1,"Localized",0.032,0.00787095928079926
50,"Localized",0.75,0.1,2,1,"Uniform",0,0
50,"Localized",0.75,0.1,2,1,"Central",0.074,0.0117067501895274
50,"Localized",0.75,0.1,2,1,"Tail",0.044,0.00917213170424411
50,"Localized",0.75,0.1,2,1,"Localized",0.03,0.00762889244910426
50,"Localized",0.75,0.2,0.5,1,"Uniform",0,0
50,"Localized",0.75,0.2,0.5,1,"Central",0.038,0.00855055553750749
50,"Localized",0.75,0.2,0.5,1,"Tail",0.032,0.00787095928079926
50,"Localized",0.75,0.2,0.5,1,"Localized",0.04,0.00876356092008266
50,"Localized",0.75,0.2,1,1,"Uniform",0,0
50,"Localized",0.75,0.2,1,1,"Central",0.038,0.00855055553750749
50,"Localized",0.75,0.2,1,1,"Tail",0.056,0.0102824121683582
50,"Localized",0.75,0.2,1,1,"Localized",0.032,0.00787095928079926
50,"Localized",0.75,0.2,1.5,1,"Uniform",0,0
50,"Localized",0.75,0.2,1.5,1,"Central",0.032,0.00787095928079926
50,"Localized",0.75,0.2,1.5,1,"Tail",0.058,0.0104533248299285
50,"Localized",0.75,0.2,1.5,1,"Localized",0.016,0.00561141693336006
50,"Localized",0.75,0.2,2,1,"Uniform",0,0
50,"Localized",0.75,0.2,2,1,"Central",0.042,0.00897061870775924
50,"Localized",0.75,0.2,2,1,"Tail",0.068,0.0112584190719657
50,"Localized",0.75,0.2,2,1,"Localized",0.018,0.005945754788082
50,"Oscillatory",1,0.5,NA,1,"Uniform",0,0
50,"Oscillatory",1,0.5,NA,1,"Central",0.058,0.0104533248299285
50,"Oscillatory",1,0.5,NA,1,"Tail",0.044,0.00917213170424411
50,"Oscillatory",1,1,NA,1,"Uniform",0,0
50,"Oscillatory",1,1,NA,1,"Central",0.044,0.00917213170424411
50,"Oscillatory",1,1,NA,1,"Tail",0.06,0.0106207344378814
50,"Oscillatory",1,1.5,NA,1,"Uniform",0,0
50,"Oscillatory",1,1.5,NA,1,"Central",0.042,0.00897061870775924
50,"Oscillatory",1,1.5,NA,1,"Tail",0.05,0.00974679434480896
50,"Oscillatory",1,2,NA,1,"Uniform",0,0
50,"Oscillatory",1,2,NA,1,"Central",0.054,0.0101078187557949
50,"Oscillatory",1,2,NA,1,"Tail",0.048,0.00955991631762538
50,"Oscillatory",2,0.5,NA,1,"Uniform",0,0
50,"Oscillatory",2,0.5,NA,1,"Central",0.06,0.0106207344378814
50,"Oscillatory",2,0.5,NA,1,"Tail",0.048,0.00955991631762538
50,"Oscillatory",2,1,NA,1,"Uniform",0,0
50,"Oscillatory",2,1,NA,1,"Central",0.056,0.0102824121683582
50,"Oscillatory",2,1,NA,1,"Tail",0.056,0.0102824121683582
50,"Oscillatory",2,1.5,NA,1,"Uniform",0,0
50,"Oscillatory",2,1.5,NA,1,"Central",0.052,0.00992935043192655
50,"Oscillatory",2,1.5,NA,1,"Tail",0.056,0.0102824121683582
50,"Oscillatory",2,2,NA,1,"Uniform",0,0
50,"Oscillatory",2,2,NA,1,"Central",0.032,0.00787095928079926
50,"Oscillatory",2,2,NA,1,"Tail",0.048,0.00955991631762538
50,"Oscillatory",4,0.5,NA,1,"Uniform",0,0
50,"Oscillatory",4,0.5,NA,1,"Central",0.042,0.00897061870775924
50,"Oscillatory",4,0.5,NA,1,"Tail",0.038,0.00855055553750749
50,"Oscillatory",4,1,NA,1,"Uniform",0,0
50,"Oscillatory",4,1,NA,1,"Central",0.042,0.00897061870775924
50,"Oscillatory",4,1,NA,1,"Tail",0.052,0.00992935043192655
50,"Oscillatory",4,1.5,NA,1,"Uniform",0,0
50,"Oscillatory",4,1.5,NA,1,"Central",0.038,0.00855055553750749
50,"Oscillatory",4,1.5,NA,1,"Tail",0.066,0.0111035129576184
50,"Oscillatory",4,2,NA,1,"Uniform",0,0
50,"Oscillatory",4,2,NA,1,"Central",0.05,0.00974679434480896
50,"Oscillatory",4,2,NA,1,"Tail",0.062,0.0107848041243223
50,"Oscillatory",8,0.5,NA,1,"Uniform",0,0
50,"Oscillatory",8,0.5,NA,1,"Central",0.04,0.00876356092008266
50,"Oscillatory",8,0.5,NA,1,"Tail",0.056,0.0102824121683582
50,"Oscillatory",8,1,NA,1,"Uniform",0,0
50,"Oscillatory",8,1,NA,1,"Central",0.04,0.00876356092008266
50,"Oscillatory",8,1,NA,1,"Tail",0.058,0.0104533248299285
50,"Oscillatory",8,1.5,NA,1,"Uniform",0,0
50,"Oscillatory",8,1.5,NA,1,"Central",0.042,0.00897061870775924
50,"Oscillatory",8,1.5,NA,1,"Tail",0.068,0.0112584190719657
50,"Oscillatory",8,2,NA,1,"Uniform",0,0
50,"Oscillatory",8,2,NA,1,"Central",0.022,0.00655987804764692
50,"Oscillatory",8,2,NA,1,"Tail",0.084,0.0124051602166195
50,"Abrupt",0.25,0.05,NA,1,"Uniform",0,0
50,"Abrupt",0.25,0.05,NA,1,"Central",0.048,0.00955991631762538
50,"Abrupt",0.25,0.05,NA,1,"Tail",0.04,0.00876356092008266
50,"Abrupt",0.25,0.1,NA,1,"Uniform",0,0
50,"Abrupt",0.25,0.1,NA,1,"Central",0.062,0.0107848041243223
50,"Abrupt",0.25,0.1,NA,1,"Tail",0.024,0.00684455988358638
50,"Abrupt",0.25,0.2,NA,1,"Uniform",0,0
50,"Abrupt",0.25,0.2,NA,1,"Central",0.066,0.0111035129576184
50,"Abrupt",0.25,0.2,NA,1,"Tail",0.042,0.00897061870775924
50,"Abrupt",0.5,0.05,NA,1,"Uniform",0,0
50,"Abrupt",0.5,0.05,NA,1,"Central",0.054,0.0101078187557949
50,"Abrupt",0.5,0.05,NA,1,"Tail",0.044,0.00917213170424411
50,"Abrupt",0.5,0.1,NA,1,"Uniform",0,0
50,"Abrupt",0.5,0.1,NA,1,"Central",0.048,0.00955991631762538
50,"Abrupt",0.5,0.1,NA,1,"Tail",0.044,0.00917213170424411
50,"Abrupt",0.5,0.2,NA,1,"Uniform",0,0
50,"Abrupt",0.5,0.2,NA,1,"Central",0.064,0.0109456840809517
50,"Abrupt",0.5,0.2,NA,1,"Tail",0.046,0.00936845771725528
50,"Abrupt",0.75,0.05,NA,1,"Uniform",0,0
50,"Abrupt",0.75,0.05,NA,1,"Central",0.054,0.0101078187557949
50,"Abrupt",0.75,0.05,NA,1,"Tail",0.06,0.0106207344378814
50,"Abrupt",0.75,0.1,NA,1,"Uniform",0,0
50,"Abrupt",0.75,0.1,NA,1,"Central",0.026,0.00711674082709213
50,"Abrupt",0.75,0.1,NA,1,"Tail",0.094,0.0130509769749241
50,"Abrupt",0.75,0.2,NA,1,"Uniform",0,0
50,"Abrupt",0.75,0.2,NA,1,"Central",0.022,0.00655987804764692
50,"Abrupt",0.75,0.2,NA,1,"Tail",0.168,0.0167198086113448
50,"Mixture",0.05,0.25,NA,1,"Uniform",0,0
50,"Mixture",0.05,0.25,NA,1,"Central",0,0
50,"Mixture",0.05,0.25,NA,1,"Tail",1,0
50,"Mixture",0.05,0.5,NA,1,"Uniform",0,0
50,"Mixture",0.05,0.5,NA,1,"Central",0,0
50,"Mixture",0.05,0.5,NA,1,"Tail",1,0
50,"Mixture",0.05,0.75,NA,1,"Uniform",0,0
50,"Mixture",0.05,0.75,NA,1,"Central",0,0
50,"Mixture",0.05,0.75,NA,1,"Tail",1,0
50,"Mixture",0.1,0.25,NA,1,"Uniform",0,0
50,"Mixture",0.1,0.25,NA,1,"Central",0,0
50,"Mixture",0.1,0.25,NA,1,"Tail",1,0
50,"Mixture",0.1,0.5,NA,1,"Uniform",0,0
50,"Mixture",0.1,0.5,NA,1,"Central",0,0
50,"Mixture",0.1,0.5,NA,1,"Tail",1,0
50,"Mixture",0.1,0.75,NA,1,"Uniform",0,0
50,"Mixture",0.1,0.75,NA,1,"Central",0,0
50,"Mixture",0.1,0.75,NA,1,"Tail",1,0
50,"Mixture",0.2,0.25,NA,1,"Uniform",0,0
50,"Mixture",0.2,0.25,NA,1,"Central",0,0
50,"Mixture",0.2,0.25,NA,1,"Tail",1,0
50,"Mixture",0.2,0.5,NA,1,"Uniform",0,0
50,"Mixture",0.2,0.5,NA,1,"Central",0,0
50,"Mixture",0.2,0.5,NA,1,"Tail",1,0
50,"Mixture",0.2,0.75,NA,1,"Uniform",0,0
50,"Mixture",0.2,0.75,NA,1,"Central",0,0
50,"Mixture",0.2,0.75,NA,1,"Tail",1,0
50,"Localized",0.25,0.05,0.5,2,"Uniform",0,0
50,"Localized",0.25,0.05,0.5,2,"Central",0.036,0.0083311463797007
50,"Localized",0.25,0.05,0.5,2,"Tail",0.034,0.00810481338464989
50,"Localized",0.25,0.05,0.5,2,"Localized",0.038,0.00855055553750749
50,"Localized",0.25,0.05,1,2,"Uniform",0,0
50,"Localized",0.25,0.05,1,2,"Central",0.048,0.00955991631762538
50,"Localized",0.25,0.05,1,2,"Tail",0.048,0.00955991631762538
50,"Localized",0.25,0.05,1,2,"Localized",0.028,0.00737780455149091
50,"Localized",0.25,0.05,1.5,2,"Uniform",0,0
50,"Localized",0.25,0.05,1.5,2,"Central",0.042,0.00897061870775924
50,"Localized",0.25,0.05,1.5,2,"Tail",0.038,0.00855055553750749
50,"Localized",0.25,0.05,1.5,2,"Localized",0.046,0.00936845771725528
50,"Localized",0.25,0.05,2,2,"Uniform",0,0
50,"Localized",0.25,0.05,2,2,"Central",0.046,0.00936845771725528
50,"Localized",0.25,0.05,2,2,"Tail",0.052,0.00992935043192655
50,"Localized",0.25,0.05,2,2,"Localized",0.022,0.00655987804764692
50,"Localized",0.25,0.1,0.5,2,"Uniform",0,0
50,"Localized",0.25,0.1,0.5,2,"Central",0.028,0.00737780455149091
50,"Localized",0.25,0.1,0.5,2,"Tail",0.03,0.00762889244910426
50,"Localized",0.25,0.1,0.5,2,"Localized",0.048,0.00955991631762538
50,"Localized",0.25,0.1,1,2,"Uniform",0,0
50,"Localized",0.25,0.1,1,2,"Central",0.042,0.00897061870775924
50,"Localized",0.25,0.1,1,2,"Tail",0.04,0.00876356092008266
50,"Localized",0.25,0.1,1,2,"Localized",0.042,0.00897061870775924
50,"Localized",0.25,0.1,1.5,2,"Uniform",0,0
50,"Localized",0.25,0.1,1.5,2,"Central",0.036,0.0083311463797007
50,"Localized",0.25,0.1,1.5,2,"Tail",0.04,0.00876356092008266
50,"Localized",0.25,0.1,1.5,2,"Localized",0.04,0.00876356092008266
50,"Localized",0.25,0.1,2,2,"Uniform",0,0
50,"Localized",0.25,0.1,2,2,"Central",0.042,0.00897061870775924
50,"Localized",0.25,0.1,2,2,"Tail",0.03,0.00762889244910426
50,"Localized",0.25,0.1,2,2,"Localized",0.026,0.00711674082709213
50,"Localized",0.25,0.2,0.5,2,"Uniform",0,0
50,"Localized",0.25,0.2,0.5,2,"Central",0.04,0.00876356092008266
50,"Localized",0.25,0.2,0.5,2,"Tail",0.06,0.0106207344378814
50,"Localized",0.25,0.2,0.5,2,"Localized",0.038,0.00855055553750749
50,"Localized",0.25,0.2,1,2,"Uniform",0,0
50,"Localized",0.25,0.2,1,2,"Central",0.036,0.0083311463797007
50,"Localized",0.25,0.2,1,2,"Tail",0.048,0.00955991631762538
50,"Localized",0.25,0.2,1,2,"Localized",0.04,0.00876356092008266
50,"Localized",0.25,0.2,1.5,2,"Uniform",0,0
50,"Localized",0.25,0.2,1.5,2,"Central",0.022,0.00655987804764692
50,"Localized",0.25,0.2,1.5,2,"Tail",0.05,0.00974679434480896
50,"Localized",0.25,0.2,1.5,2,"Localized",0.028,0.00737780455149091
50,"Localized",0.25,0.2,2,2,"Uniform",0,0
50,"Localized",0.25,0.2,2,2,"Central",0.038,0.00855055553750749
50,"Localized",0.25,0.2,2,2,"Tail",0.048,0.00955991631762538
50,"Localized",0.25,0.2,2,2,"Localized",0.024,0.00684455988358638
50,"Localized",0.5,0.05,0.5,2,"Uniform",0,0
50,"Localized",0.5,0.05,0.5,2,"Central",0.016,0.00561141693336006
50,"Localized",0.5,0.05,0.5,2,"Tail",0.054,0.0101078187557949
50,"Localized",0.5,0.05,0.5,2,"Localized",0.05,0.00974679434480896
50,"Localized",0.5,0.05,1,2,"Uniform",0,0
50,"Localized",0.5,0.05,1,2,"Central",0.038,0.00855055553750749
50,"Localized",0.5,0.05,1,2,"Tail",0.05,0.00974679434480896
50,"Localized",0.5,0.05,1,2,"Localized",0.062,0.0107848041243223
50,"Localized",0.5,0.05,1.5,2,"Uniform",0,0
50,"Localized",0.5,0.05,1.5,2,"Central",0.042,0.00897061870775924
50,"Localized",0.5,0.05,1.5,2,"Tail",0.034,0.00810481338464989
50,"Localized",0.5,0.05,1.5,2,"Localized",0.056,0.0102824121683582
50,"Localized",0.5,0.05,2,2,"Uniform",0,0
50,"Localized",0.5,0.05,2,2,"Central",0.022,0.00655987804764692
50,"Localized",0.5,0.05,2,2,"Tail",0.044,0.00917213170424411
50,"Localized",0.5,0.05,2,2,"Localized",0.036,0.0083311463797007
50,"Localized",0.5,0.1,0.5,2,"Uniform",0,0
50,"Localized",0.5,0.1,0.5,2,"Central",0.04,0.00876356092008266
50,"Localized",0.5,0.1,0.5,2,"Tail",0.048,0.00955991631762538
50,"Localized",0.5,0.1,0.5,2,"Localized",0.032,0.00787095928079926
50,"Localized",0.5,0.1,1,2,"Uniform",0,0
50,"Localized",0.5,0.1,1,2,"Central",0.02,0.00626099033699941
50,"Localized",0.5,0.1,1,2,"Tail",0.044,0.00917213170424411
50,"Localized",0.5,0.1,1,2,"Localized",0.036,0.0083311463797007
50,"Localized",0.5,0.1,1.5,2,"Uniform",0,0
50,"Localized",0.5,0.1,1.5,2,"Central",0.028,0.00737780455149091
50,"Localized",0.5,0.1,1.5,2,"Tail",0.03,0.00762889244910426
50,"Localized",0.5,0.1,1.5,2,"Localized",0.028,0.00737780455149091
50,"Localized",0.5,0.1,2,2,"Uniform",0,0
50,"Localized",0.5,0.1,2,2,"Central",0.034,0.00810481338464989
50,"Localized",0.5,0.1,2,2,"Tail",0.042,0.00897061870775924
50,"Localized",0.5,0.1,2,2,"Localized",0.028,0.00737780455149091
50,"Localized",0.5,0.2,0.5,2,"Uniform",0,0
50,"Localized",0.5,0.2,0.5,2,"Central",0.032,0.00787095928079926
50,"Localized",0.5,0.2,0.5,2,"Tail",0.046,0.00936845771725528
50,"Localized",0.5,0.2,0.5,2,"Localized",0.056,0.0102824121683582
50,"Localized",0.5,0.2,1,2,"Uniform",0,0
50,"Localized",0.5,0.2,1,2,"Central",0.04,0.00876356092008266
50,"Localized",0.5,0.2,1,2,"Tail",0.054,0.0101078187557949
50,"Localized",0.5,0.2,1,2,"Localized",0.044,0.00917213170424411
50,"Localized",0.5,0.2,1.5,2,"Uniform",0,0
50,"Localized",0.5,0.2,1.5,2,"Central",0.028,0.00737780455149091
50,"Localized",0.5,0.2,1.5,2,"Tail",0.064,0.0109456840809517
50,"Localized",0.5,0.2,1.5,2,"Localized",0.052,0.00992935043192655
50,"Localized",0.5,0.2,2,2,"Uniform",0,0
50,"Localized",0.5,0.2,2,2,"Central",0.038,0.00855055553750749
50,"Localized",0.5,0.2,2,2,"Tail",0.054,0.0101078187557949
50,"Localized",0.5,0.2,2,2,"Localized",0.03,0.00762889244910426
50,"Localized",0.75,0.05,0.5,2,"Uniform",0,0
50,"Localized",0.75,0.05,0.5,2,"Central",0.046,0.00936845771725528
50,"Localized",0.75,0.05,0.5,2,"Tail",0.052,0.00992935043192655
50,"Localized",0.75,0.05,0.5,2,"Localized",0.068,0.0112584190719657
50,"Localized",0.75,0.05,1,2,"Uniform",0,0
50,"Localized",0.75,0.05,1,2,"Central",0.022,0.00655987804764692
50,"Localized",0.75,0.05,1,2,"Tail",0.036,0.0083311463797007
50,"Localized",0.75,0.05,1,2,"Localized",0.026,0.00711674082709213
50,"Localized",0.75,0.05,1.5,2,"Uniform",0,0
50,"Localized",0.75,0.05,1.5,2,"Central",0.046,0.00936845771725528
50,"Localized",0.75,0.05,1.5,2,"Tail",0.042,0.00897061870775924
50,"Localized",0.75,0.05,1.5,2,"Localized",0.026,0.00711674082709213
50,"Localized",0.75,0.05,2,2,"Uniform",0,0
50,"Localized",0.75,0.05,2,2,"Central",0.062,0.0107848041243223
50,"Localized",0.75,0.05,2,2,"Tail",0.052,0.00992935043192655
50,"Localized",0.75,0.05,2,2,"Localized",0.02,0.00626099033699941
50,"Localized",0.75,0.1,0.5,2,"Uniform",0,0
50,"Localized",0.75,0.1,0.5,2,"Central",0.036,0.0083311463797007
50,"Localized",0.75,0.1,0.5,2,"Tail",0.048,0.00955991631762538
50,"Localized",0.75,0.1,0.5,2,"Localized",0.036,0.0083311463797007
50,"Localized",0.75,0.1,1,2,"Uniform",0,0
50,"Localized",0.75,0.1,1,2,"Central",0.048,0.00955991631762538
50,"Localized",0.75,0.1,1,2,"Tail",0.038,0.00855055553750749
50,"Localized",0.75,0.1,1,2,"Localized",0.034,0.00810481338464989
50,"Localized",0.75,0.1,1.5,2,"Uniform",0,0
50,"Localized",0.75,0.1,1.5,2,"Central",0.05,0.00974679434480896
50,"Localized",0.75,0.1,1.5,2,"Tail",0.036,0.0083311463797007
50,"Localized",0.75,0.1,1.5,2,"Localized",0.014,0.00525433154644813
50,"Localized",0.75,0.1,2,2,"Uniform",0,0
50,"Localized",0.75,0.1,2,2,"Central",0.064,0.0109456840809517
50,"Localized",0.75,0.1,2,2,"Tail",0.03,0.00762889244910426
50,"Localized",0.75,0.1,2,2,"Localized",0.018,0.005945754788082
50,"Localized",0.75,0.2,0.5,2,"Uniform",0,0
50,"Localized",0.75,0.2,0.5,2,"Central",0.03,0.00762889244910426
50,"Localized",0.75,0.2,0.5,2,"Tail",0.046,0.00936845771725528
50,"Localized",0.75,0.2,0.5,2,"Localized",0.06,0.0106207344378814
50,"Localized",0.75,0.2,1,2,"Uniform",0,0
50,"Localized",0.75,0.2,1,2,"Central",0.022,0.00655987804764692
50,"Localized",0.75,0.2,1,2,"Tail",0.044,0.00917213170424411
50,"Localized",0.75,0.2,1,2,"Localized",0.034,0.00810481338464989
50,"Localized",0.75,0.2,1.5,2,"Uniform",0,0
50,"Localized",0.75,0.2,1.5,2,"Central",0.038,0.00855055553750749
50,"Localized",0.75,0.2,1.5,2,"Tail",0.05,0.00974679434480896
50,"Localized",0.75,0.2,1.5,2,"Localized",0.042,0.00897061870775924
50,"Localized",0.75,0.2,2,2,"Uniform",0,0
50,"Localized",0.75,0.2,2,2,"Central",0.042,0.00897061870775924
50,"Localized",0.75,0.2,2,2,"Tail",0.068,0.0112584190719657
50,"Localized",0.75,0.2,2,2,"Localized",0.038,0.00855055553750749
50,"Oscillatory",1,0.5,NA,2,"Uniform",0,0
50,"Oscillatory",1,0.5,NA,2,"Central",0.054,0.0101078187557949
50,"Oscillatory",1,0.5,NA,2,"Tail",0.04,0.00876356092008266
50,"Oscillatory",1,1,NA,2,"Uniform",0,0
50,"Oscillatory",1,1,NA,2,"Central",0.068,0.0112584190719657
